index,Last level,GHG/Unit,GHG Conversion Factor
1338,Emissions including only Kyoto products,kg CO2e,
1339,Emissions including only Kyoto products,kg CO2e,
13310,Emissions including only Kyoto products,kg CO2e,
13311,Emissions including only Kyoto products,kg CO2e,
13312,Emissions including only Kyoto products,kg CO2e,
13313,Emissions including only Kyoto products,kg CO2e,
13314,Emissions including only Kyoto products,kg CO2e,
13315,Emissions including only Kyoto products,kg CO2e,
13316,Emissions including only Kyoto products,kg CO2e,
13317,Emissions including only Kyoto products,kg CO2e,
13318,Emissions including only Kyoto products,kg CO2e,
13319,Emissions including only Kyoto products,kg CO2e,
1330,Emissions including only non-Kyoto products,kg CO2e,4660.0
1331,Emissions including only non-Kyoto products,kg CO2e,10200.0
1332,Emissions including only non-Kyoto products,kg CO2e,13900.0
1333,Emissions including only non-Kyoto products,kg CO2e,5820.0
1334,Emissions including only non-Kyoto products,kg CO2e,8590.0
1335,Emissions including only non-Kyoto products,kg CO2e,7670.0
1336,Emissions including only non-Kyoto products,kg CO2e,1750.0
1337,Emissions including only non-Kyoto products,kg CO2e,6290.0
1338,Emissions including only non-Kyoto products,kg CO2e,1470.0
1339,Emissions including only non-Kyoto products,kg CO2e,1730.0
13310,Emissions including only non-Kyoto products,kg CO2e,2.0
13311,Emissions including only non-Kyoto products,kg CO2e,160.0
13312,Emissions including only non-Kyoto products,kg CO2e,1760.0
13313,Emissions including only non-Kyoto products,kg CO2e,79.0
13314,Emissions including only non-Kyoto products,kg CO2e,527.0
13315,Emissions including only non-Kyoto products,kg CO2e,782.0
13316,Emissions including only non-Kyoto products,kg CO2e,1980.0
13317,Emissions including only non-Kyoto products,kg CO2e,127.0
13318,Emissions including only non-Kyoto products,kg CO2e,525.0
13319,Emissions including only non-Kyoto products,kg CO2e,148.0
1330,Total emissions including non-Kyoto products,kg CO2e,4660.0
1331,Total emissions including non-Kyoto products,kg CO2e,10200.0
1332,Total emissions including non-Kyoto products,kg CO2e,13900.0
1333,Total emissions including non-Kyoto products,kg CO2e,5820.0
1334,Total emissions including non-Kyoto products,kg CO2e,8590.0
1335,Total emissions including non-Kyoto products,kg CO2e,7670.0
1336,Total emissions including non-Kyoto products,kg CO2e,1750.0
1337,Total emissions including non-Kyoto products,kg CO2e,6290.0
1338,Total emissions including non-Kyoto products,kg CO2e,1470.0
1339,Total emissions including non-Kyoto products,kg CO2e,1730.0
13310,Total emissions including non-Kyoto products,kg CO2e,2.0
13311,Total emissions including non-Kyoto products,kg CO2e,160.0
13312,Total emissions including non-Kyoto products,kg CO2e,1760.0
13313,Total emissions including non-Kyoto products,kg CO2e,79.0
13314,Total emissions including non-Kyoto products,kg CO2e,527.0
13315,Total emissions including non-Kyoto products,kg CO2e,782.0
13316,Total emissions including non-Kyoto products,kg CO2e,1980.0
13317,Total emissions including non-Kyoto products,kg CO2e,127.0
